"asin","n"
"B002XQ9GSG",10
"B002Y265TW",10
"B002Y31PVO",10
"B002Y5Q7VU",10
"B002Y6ERCK",10
"B002YIR04U",10
"B002YQ5MH4",10
"B002YQF8M8",10
"B002YQU0TY",10
"B002YUI5RE",10
"B002YVJR7A",10
"B002YVYHPC",10
"B002ZBAHHI",10
"B002ZDONKI",10
"B002ZIJGSW",10
"B002ZP22BI",10
"B002ZVIGKI",10
"B002ZWI2D8",10
"B0030AZ8JU",10
"B0030C0NHU",10
"B0030D05MM",10
"B0030DCC7S",10
"B0030E3WK8",10
"B0030EFK9O",10
"B0030EUVN4",10
"B0030F2VWW",10
"B0030FVLGE",10
"B0030HPTLA",10
"B0030YCLGY",10
"B003160WOY",10
"B0031EJ3XW",10
"B0031HXH4A",10
"B0031Q3XIQ",10
"B0031YWLAO",10
"B00322RWHC",10
"B003231HY0",10
"B00328PSDQ",10
"B0032ALYO6",10
"B0032CLBHE",10
"B0032CR308",10
"B0032EE1H4",10
"B0032IWLWW",10
"B0032JTK0M",10
"B0032VD0QA",10
"B0032W05KI",10
"B0032W1M1O",10
"B0033BIECY",10
"B0033C0MXM",10
"B0033C2GYK",10
"B0033JGBYY",10
"B0033PRQVU",10
"B0033UWMMI",10
"B0033XS59E",10
"B00345KIJG",10
"B003479MIW",10
"B0034G4JH2",10
"B0034GIM0M",10
"B0034IQB80",10
"B0034THC2I",10
"B0034WQXH0",10
"B00350MFR8",10
"B00354KXKK",10
"B003551OAM",10
"B0035CU8HU",10
"B0035FX54U",10
"B0035G0BRS",10
"B0035H1KM2",10
"B0035QHFMC",10
"B0035RJJQQ",10
"B0035WAIVQ",10
"B0035XP1MQ",10
"B0035Z096M",10
"B00362MOSU",10
"B00362OINO",10
"B00363UUNK",10
"B0036BDSKO",10
"B0036FTLY2",10
"B0036L66GM",10
"B0036NJRTI",10
"B0036QRLMA",10
"B0036Z6JPQ",10
"B00370RSGY",10
"B00374G2V2",10
"B0037AUTMO",10
"B0037FXLHE",10
"B0037LSCAE",10
"B0037T3PR6",10
"B0037UR26K",10
"B0037UR2E2",10
"B0037UT1VO",10
"B0037X5930",10
"B00381A1MA",10
"B00382WFBY",10
"B00383JFTS",10
"B00385UQBC",10
"B003887XVA",10
"B00388F1RS",10
"B0038B68Q8",10
"B0038BE99Q",10
"B0038BF6E8",10
"B0038BG2T6",10
"B0038FRDW2",10
"B0038L88JS",10
"B0038LJSA6",10
"B0038OMF3U",10
"B0038OMF76",10
"B0038OMF7G",10
"B0038OMQ5W",10
"B0038OMQI4",10
"B0038OMQPC",10
"B0038OMQQG",10
"B0038ZD9DY",10
"B00390TQ44",10
"B00392ICBU",10
"B00393I2AA",10
"B00395VVCY",10
"B0039E3RZO",10
"B0039GKU4I",10
"B0039GLD7Q",10
"B0039K9BHQ",10
"B0039KBF84",10
"B0039OEBI6",10
"B0039YNFEW",10
"B0039ZDERE",10
"B003A1JNMW",10
"B003A2JCGS",10
"B003A4VX18",10
"B003A6EKLQ",10
"B003A6JKL6",10
"B003AGI6UW",10
"B003AH8JLW",10
"B003AHAHFI",10
"B003AIKT6O",10
"B003AJD3N4",10
"B003AJEXJ2",10
"B003AKJFOO",10
"B003AN4OEC",10
"B003ANE4RY",10
"B003AQBWH6",10
"B003AU5YLC",10
"B003B3QC78",10
"B003B673V4",10
"B003B6JW4U",10
"B003BCGW4W",10
"B003BEDAEU",10
"B003BGLMZM",10
"B003BI436U",10
"B003BMAOBO",10
"B003BMDFTW",10
"B003BMGSYQ",10
"B003BPXSFA",10
"B003BT5J8U",10
"B003BVWT4K",10
"B003BXRUHO",10
"B003C0ACBW",10
"B003C1BOY0",10
"B003CJJE6M",10
"B003CJSXRI",10
"B003CNQI2Q",10
"B003CNTA4E",10
"B003COG528",10
"B003CRI1OU",10
"B003CRI1PE",10
"B003CRICH6",10
"B003CTH3TW",10
"B003CUWPR6",10
"B003CWURQU",10
"B003CYKYAM",10
"B003D0RVJM",10
"B003D7UU34",10
"B003DKJED8",10
"B003DKJGAE",10
"B003DMAFJ8",10
"B003DMNJ9Q",10
"B003DS0UEC",10
"B003DTLUEU",10
"B003DW0P8O",10
"B003DW5JY4",10
"B003DXCJMS",10
"B003E1UTTY",10
"B003E22RAC",10
"B003E2FWT0",10
"B003E2HKI6",10
"B003E3PFQO",10
"B003E3V4QE",10
"B003E7RMXE",10
"B003EEMIUE",10
"B003EPPKN0",10
"B003ET4Q1S",10
"B003EXCBCA",10
"B003F7WOFO",10
"B003FBUIYE",10
"B003FD8QL4",10
"B003FG5X5S",10
"B003FLMWV6",10
"B003FO0N8M",10
"B003FO70T2",10
"B003FWNTF8",10
"B003FYCUTM",10
"B003G2YYQU",10
"B003G82KX8",10
"B003G98X1K",10
"B003GAY5VQ",10
"B003GCLVTS",10
"B003GD8UOG",10
"B003GDDVPE",10
"B003GDZ7HE",10
"B003GYEO72",10
"B003H4P8KS",10
"B003H4P8LC",10
"B003H51HC0",10
"B003H5EQLY",10
"B003H6B0GW",10
"B003H77ZME",10
"B003H9MTFA",10
"B003H9QGJ0",10
"B003HBSDGW",10
"B003HC9I38",10
"B003HCQKOI",10
"B003HGHH3W",10
"B003HGYMGM",10
"B003HQ7AZM",10
"B003I4DRZU",10
"B003I85V3C",10
"B003I86BP4",10
"B003I86BU4",10
"B003I86BZY",10
"B003I86COY",10
"B003I92TGS",10
"B003IBX3Z2",10
"B003IIQFAU",10
"B003IKN4P2",10
"B003IPNRMW",10
"B003IQWN1C",10
"B003IWYDP0",10
"B003JGFZ9I",10
"B003JJ75XO",10
"B003JMETDK",10
"B003JO9QTU",10
"B003JQKTGW",10
"B003JR0204",10
"B003JSSABG",10
"B003JYHLZQ",10
"B003K0FJ0S",10
"B003KKQX80",10
"B003KLQQA4",10
"B003KYTR7U",10
"B003L3HTBQ",10
"B003L5CYGY",10
"B003LIK39Q",10
"B003LLB5X6",10
"B003LP4OZI",10
"B003LQORCM",10
"B003LQQHAC",10
"B003LSSZNM",10
"B003M2XTJM",10
"B003M6G5D0",10
"B003M6HSDG",10
"B003MAJXJY",10
"B003MO74XC",10
"B003MOA2XG",10
"B003MPHSO6",10
"B003N641VC",10
"B003N6HRMW",10
"B003N9DK2U",10
"B003NA5M4I",10
"B003NBBBZ6",10
"B003NG11UG",10
"B003NGNRJE",10
"B003NSAWAE",10
"B003NTK8X4",10
"B003NY672U",10
"B003O5BU7A",10
"B003OA4O00",10
"B003OA4O46",10
"B003OA4O4G",10
"B003OPTU1I",10
"B003OTINTO",10
"B003OXQJE6",10
"B003P8QIDM",10
"B003PJ6C5A",10
"B003PM5WDK",10
"B003PM8ROG",10
"B003QBVNIS",10
"B003QCPYOQ",10
"B003QIOO64",10
"B003QL3R5K",10
"B003QL9KR4",10
"B003R3FAES",10
"B003RAQK6I",10
"B003RAZD7K",10
"B003RDPARU",10
"B003RWSK4G",10
"B003RX3PDQ",10
"B003S9VP2W",10
"B003SEHH9M",10
"B003SM5YJY",10
"B003SR1GYG",10
"B003SR1M5E",10
"B003T0VE9E",10
"B003T7UCXG",10
"B003TFDQ8Q",10
"B003TOVDI2",10
"B003TPC0C4",10
"B003TRNSQ4",10
"B003U2SBI8",10
"B003U6XX3M",10
"B003U7C490",10
"B003UK95FS",10
"B003UNOXT8",10
"B003UU8FDQ",10
"B003UY0CKG",10
"B003UZYUD0",10
"B003V0HJ4G",10
"B003V0K5XI",10
"B003V0NS1O",10
"B003V1B8EC",10
"B003V1CO8G",10
"B003V4P6BU",10
"B003V8A4FO",10
"B003VIVVG0",10
"B003VK3MY2",10
"B003VPQFW8",10
"B003VQCE5Y",10
"B003VRFFWC",10
"B003VWCCMS",10
"B003W5TQU0",10
"B003W5Y2YU",10
"B003WITEPY",10
"B003WLQ1SY",10
"B003X2T530",10
"B003X3C6XU",10
"B003XCGRHM",10
"B003XCIBF8",10
"B003XCLBQ4",10
"B003XHWKRS",10
"B003XIHU3Q",10
"B003XRDA0Y",10
"B003XRQ8F8",10
"B003XS51HS",10
"B003XX4OOE",10
"B003Y5DGC2",10
"B003Y5JL6W",10
"B003YK5KCG",10
"B003YUBD9U",10
"B003ZE7U0Q",10
"B003ZLGH94",10
"B003ZN7LBU",10
"B003ZW51Q8",10
"B003ZZ1DHG",10
"B003ZZATQC",10
"B003ZZEJWC",10
"B00400X68O",10
"B00404B8MQ",10
"B00404G8YE",10
"B00404GPY2",10
"B00407XH7C",10
"B00408O932",10
"B0040B90XS",10
"B0040LZO7E",10
"B0040RHE1M",10
"B00414D62K",10
"B004184JZO",10
"B00419FF3S",10
"B0041ICDHK",10
"B0041TNN0U",10
"B0041WUMBA",10
"B00426V36S",10
"B00428QUGE",10
"B0042BAOPE",10
"B0042ESFCU",10
"B0042ESHIW",10
"B0042ESIOU",10
"B0042ESJ4Y",10
"B0042ESJLC",10
"B0042FJ9D8",10
"B0042HSL9Y",10
"B0042L61FG",10
"B0042LYTT6",10
"B0042P6HHO",10
"B0042PRQWY",10
"B0042RFMFK",10
"B0042RTZZ8",10
"B0042WRWE4",10
"B0042Z5M98",10
"B00430MRCM",10
"B00432342M",10
"B0043242XW",10
"B00433XSEU",10
"B004355YIQ",10
"B0043A4U8Q",10
"B0043FC1SM",10
"B0043FLAZM",10
"B0043JAZGS",10
"B0043M5YES",10
"B0043TI4ES",10
"B0043TVHC4",10
"B0043VR47E",10
"B0043WAP56",10
"B0043WAP6U",10
"B0043WG6IG",10
"B0043WMALS",10
"B0043WTCJ6",10
"B00446AHWW",10
"B004477UTE",10
"B004477UZS",10
"B0044BWW3O",10
"B0044D6HVU",10
"B0044D6J90",10
"B0044D6L9S",10
"B0044DI0HO",10
"B0044DJVBS",10
"B0044EBIMW",10
"B0044S3LD2",10
"B0044TDUQE",10
"B0044WWD32",10
"B0044X9W6C",10
"B0044ZRVW2",10
"B00455BUMS",10
"B00457VY0E",10
"B0045EPLY2",10
"B0045LDYDK",10
"B0045LFTME",10
"B0045LYWVI",10
"B0045OV8NK",10
"B0045OV8V2",10
"B0045OV9IY",10
"B0045S1O76",10
"B0045T1NVW",10
"B004612MZA",10
"B00466QOTK",10
"B0046E7EN2",10
"B0046E8ZLM",10
"B0046FRKH6",10
"B0046LBJCM",10
"B00470S2SG",10
"B00472MJK6",10
"B00474AUB4",10
"B00478NBFC",10
"B0047DHWZM",10
"B0047N0Y52",10
"B0047OXNM2",10
"B0047Q94JG",10
"B0047RX2Q6",10
"B0047VASQO",10
"B004821PD2",10
"B00487FZJ2",10
"B0048J9YM4",10
"B0048JTL7M",10
"B00497LUAY",10
"B0049A9SMS",10
"B0049EEBE4",10
"B0049MPGEA",10
"B0049MPGEK",10
"B0049UXE4G",10
"B0049XEVUE",10
"B0049Z6ENY",10
"B004A6S7NM",10
"B004A9KJEO",10
"B004AAWYW8",10
"B004AKEIDG",10
"B004AKG1E0",10
"B004ALREUE",10
"B004AO83MO",10
"B004ARTY2Y",10
"B004B145I2",10
"B004B4EU6G",10
"B004BFO24U",10
"B004BRC894",10
"B004C03S5I",10
"B004C2JAEE",10
"B004C38828",10
"B004C6S1HC",10
"B004CADWWW",10
"B004CI4S4A",10
"B004CPT6SG",10
"B004CST7SW",10
"B004DAHISU",10
"B004DAZQO8",10
"B004DCR5R2",10
"B004DJ51A8",10
"B004DJ65RQ",10
"B004DMH3M4",10
"B004DNXATI",10
"B004E48FQO",10
"B004E4ENMY",10
"B004E5FMNC",10
"B004EBRZCM",10
"B004ECMGJI",10
"B004ECNXOK",10
"B004EHYAXI",10
"B004EPUSI6",10
"B004EPXNYM",10
"B004F1TZTC",10
"B004F8V7F0",10
"B004FCKSDI",10
"B004FHB73S",10
"B004FKTRPA",10
"B004FL977M",10
"B004FLK5PU",10
"B004FOHFAU",10
"B004FOHKPU",10
"B004FPHI8I",10
"B004FSCFQU",10
"B004FV5N0W",10
"B004FWL0RG",10
"B004FY1E5W",10
"B004G0KXMA",10
"B004G0QMGG",10
"B004G2DAYQ",10
"B004G7NBLS",10
"B004G7OP3Q",10
"B004GBQ25G",10
"B004GBQ2DS",10
"B004GIFADY",10
"B004GJOLCO",10
"B004GLGIFU",10
"B004GLJ5XC",10
"B004GPDCH8",10
"B004GX963Y",10
"B004GXAZGG",10
"B004GXE8PA",10
"B004GXE922",10
"B004GXIF5Y",10
"B004H3AKGK",10
"B004HARZP2",10
"B004HATUCS",10
"B004HECWJC",10
"B004HFDGZ0",10
"B004HFTP0A",10
"B004HIXIWI",10
"B004HL6232",10
"B004HV0HTM",10
"B004I0AIWI",10
"B004I8XN6S",10
"B004I94XKW",10
"B004I9XJ0W",10
"B004IA10R0",10
"B004ID9B4Q",10
"B004IHLFU0",10
"B004IIUS7K",10
"B004IM0ZWO",10
"B004IORPWU",10
"B004IQ5444",10
"B004IYFZWW",10
"B004J4FABM",10
"B004JLDJLS",10
"B004JMNC7I",10
"B004JZE4EK",10
"B004K2XT9I",10
"B004K3V8Z4",10
"B004K6RI8M",10
"B004K744VK",10
"B004K7MOV2",10
"B004KKNA58",10
"B004KKX846",10
"B004KKX86O",10
"B004KKX882",10
"B004KRYVIG",10
"B004KS2SJY",10
"B004KZ71EO",10
"B004L0364C",10
"B004L2LB9W",10
"B004L54B5K",10
"B004L9LNUC",10
"B004LEEJUS",10
"B004LL2FRU",10
"B004LPKIB6",10
"B004LPRR4M",10
"B004LR72GI",10
"B004LV7RNW",10
"B004LYSDKK",10
"B004LZQBSK",10
"B004M0APW2",10
"B004MC1MPY",10
"B004MEY1Z0",10
"B004MO0G4K",10
"B004MTU3YS",10
"B004MWXCXE",10
"B004N38GEW",10
"B004N6V4KC",10
"B004N9BVKW",10
"B004N9CXMC",10
"B004NBXM6Q",10
"B004NLG4NO",10
"B004NM7V12",10
"B004NQY0QM",10
"B004NW1HB2",10
"B004NW54YI",10
"B004OB6OOM",10
"B004OEDQR2",10
"B004ORV3MY",10
"B004OUWVUE",10
"B004OV9Q6A",10
"B004OVDTH2",10
"B004OVFYYI",10
"B004P1IQB0",10
"B004P44SB4",10
"B004P4TNWI",10
"B004P5O8OU",10
"B004P7QE7W",10
"B004P8KMWO",10
"B004P8KMXI",10
"B004P93ZYK",10
"B004PAFDNA",10
"B004PBN6MY",10
"B004PBOAPG",10
"B004PJ8XQA",10
"B004PT3L3A",10
"B004PVCUBC",10
"B004PXQDXG",10
"B004Q24Z5E",10
"B004QGUXW4",10
"B004QJHA90",10
"B004QJIYVI",10
"B004QK2W6A",10
"B004QL7T1C",10
"B004QNVY6Q",10
"B004QP0KQY",10
"B004QP8JAS",10
"B004QPWSZ0",10
"B004QSHLFO",10
"B004QW29H0",10
"B004R4I0M0",10
"B004R5OU2S",10
"B004R6QNDG",10
"B004R7S8SI",10
"B004R96PJK",10
"B004RC4ZDU",10
"B004RCBTSE",10
"B004RCUK20",10
"B004RGDNFM",10
"B004RK2RAU",10
"B004ROZGQI",10
"B004RSU67S",10
"B004S57380",10
"B004SFTHAC",10
"B004SL1HJU",10
"B004SNPYKG",10
"B004SP3YAQ",10
"B004SPXFPA",10
"B004SRHL2G",10
"B004SRWHFM",10
"B004T1U9FW",10
"B004T2O4TI",10
"B004T3C2PA",10
"B004T4K8QO",10
"B004TCUECY",10
"B004TD3SUS",10
"B004TGUTXY",10
"B004THPAIM",10
"B004THPB5E",10
"B004THRC4C",10
"B004THREFY",10
"B004TLFMG8",10
"B004TQ086W",10
"B004TSCW14",10
"B004TTIZL4",10
"B004TVIRMY",10
"B004TW2JFO",10
"B004U08WH4",10
"B004U5FRUE",10
"B004U7EEKG",10
"B004U7OPV4",10
"B004UBFTPG",10
"B004UOI3CY",10
"B004UPA01K",10
"B004UPYKRA",10
"B004URWHZA",10
"B004US0QPW",10
"B004UU7AQ8",10
"B004UU7AWC",10
"B004UU7B8A",10
"B004UU7C48",10
"B004UUOX2M",10
"B004V4LL1I",10
"B004V4RVWG",10
"B004V50PA0",10
"B004V5PB9U",10
"B004VEPODO",10
"B004VMTABI",10
"B004VNKZ02",10
"B004VPE8TY",10
"B004VQE4KQ",10
"B004VT4YPI",10
"B004VTAIRQ",10
"B004W50NJM",10
"B004W6K02G",10
"B004W9LEK0",10
"B004WBMWYA",10
"B004WJCJDQ",10
"B004WM25U0",10
"B004WOFSJI",10
"B004WQ19IK",10
"B004WT1Z9A",10
"B004X46MFQ",10
"B004X5BNEK",10
"B004X6JJPO",10
"B004X7HSNS",10
"B004XATELY",10
"B004XG1QVY",10
"B004XHW0F4",10
"B004XHWLVC",10
"B004XHXGAC",10
"B004XK5QIY",10
"B004XMNHQU",10
"B004XMNI0K",10
"B004XMNQQ6",10
"B004XMNQTS",10
"B004XNQGEE",10
"B004XP3MMQ",10
"B004XPLOO4",10
"B004XUNDMA",10
"B004XUYFZE",10
"B004XZNB7C",10
"B004Y1C0FY",10
"B004Y3U7PM",10
"B004YABAQU",10
"B004YE0RM4",10
"B004YEFINW",10
"B004YWKDUW",10
"B004Z0X8M8",10
"B004Z1C4A4",10
"B004Z1JV28",10
"B004Z6HE68",10
"B004Z6HE8G",10
"B004ZAITPO",10
"B004ZDGV1A",10
"B004ZKXTTA",10
"B004ZPGMUS",10
"B004ZSZNX2",10
"B00500ALWM",10
"B00506PQYE",10
"B00506R3VS",10
"B00508OJ18",10
"B0050CF4OA",10
"B0050DG2WW",10
"B0050DW1JA",10
"B0050E743W",10
"B0050KPIKC",10
"B0050KTCK4",10
"B0050O3W1K",10
"B0050PIZG6",10
"B0050QJORE",10
"B0050SO55I",10
"B0050X6KJ2",10
"B00511C06A",10
"B0051937QY",10
"B0051BI6MC",10
"B0051ECRP6",10
"B0051V4D38",10
"B00521F84K",10
"B00521JYEK",10
"B005233WQY",10
"B005265UJS",10
"B0052CIF1W",10
"B0052IU1FE",10
"B0052NQWFM",10
"B0052OO8M0",10
"B0052PEUE0",10
"B0052Q1PQU",10
"B0052SIR32",10
"B0052U5G1Q",10
"B0052UTTKA",10
"B0052WQD2U",10
"B0053163VG",10
"B0053GLCXA",10
"B0053H41EQ",10
"B0053TSRFI",10
"B0053WVCAM",10
"B0053XYH58",10
"B0053Z5Q4W",10
"B00540U08S",10
"B00540UYTI",10
"B00541J7O0",10
"B0054G13HE",10
"B0054ICL32",10
"B0054KBZI2",10
"B0054KC1QW",10
"B0054KC67G",10
"B0054LT8P8",10
"B0054MA64O",10
"B0054OUN1I",10
"B0054S0KWG",10
"B0054YH5VE",10
"B0054YHR9Y",10
"B0054Z5LJQ",10
"B00552LYZ8",10
"B005574K22",10
"B0055B7YBW",10
"B0055CA61G",10
"B0055P3NQS",10
"B0055QIUOW",10
"B0055QMNJU",10
"B0055S4R7Y",10
"B0055WAD2S",10
"B0055Z33XG",10
"B005688LS4",10
"B005688NSM",10
"B005688UU8",10
"B0056F59NM",10
"B0056G8CBM",10
"B0056GAZ44",10
"B0056GP8O6",10
"B0056LNCUS",10
"B00572GD9S",10
"B00577Y4XA",10
"B0057FCHMW",10
"B0057QLFYW",10
"B0057SFN7U",10
"B0057UOK72",10
"B00584TQNA",10
"B0058J3U0A",10
"B0058JZMWE",10
"B0058LT818",10
"B0058PCJ7Y",10
"B0058QEZCU",10
"B0058VCVHG",10
"B005989UFE",10
"B0059D4UXQ",10
"B005A2J810",10
"B005AFILJW",10
"B005BSX5VM",10
"B005C3FVLS",10
"B005CA4WU2",10
"B005CHTSUE",10
"B005CM2EAK",10
"B005CQU4C6",10
"B005CV3UDQ",10
"B005D75TC4",10
"B005DBSU26",10
"B005DMXSQI",10
"B005DOPLYS",10
"B005DOPMCO",10
"B005DRRG4S",10
"B005DSHRPU",10
"B005DT532S",10
"B005DT55SU",10
"B005DTI8FW",10
"B005DZFW28",10
"B005E91LJ6",10
"B005EDQ1KG",10
"B005EDW0HO",10
"B005EHQ42M",10
"B005EPR99G",10
"B005EVC198",10
"B005EVC3RS",10
"B005EWPUMC",10
"B005F39GD4",10
"B005FAP9X8",10
"B005FLMXSQ",10
"B005FOS2M4",10
"B005FOTPQ6",10
"B005FQPF4K",10
"B005FRG0VG",10
"B005FYG820",10
"B005G7AP8Y",10
"B005G7UN36",10
"B005G984C6",10
"B005GA91TK",10
"B005GBX5AA",10
"B005GE05XC",10
"B005GLEKRM",10
"B005GOCH9W",10
"B005GXL9JM",10
"B005HGE6K2",10
"B005HI33X6",10
"B005HIYFL0",10
"B005HJRE4Y",10
"B005HJUGQW",10
"B005HKHJVQ",10
"B005HQ7AGO",10
"B005HSPUOQ",10
"B005IFJC38",10
"B005IKDP3G",10
"B005IMHJOA",10
"B005IYC2YU",10
"B005J2T3JI",10
"B005J3AQJI",10
"B005J7I8U8",10
"B005JBK4II",10
"B005JDHTC0",10
"B005JL0R1W",10
"B005JTD4IW",10
"B005K0B36K",10
"B005K7JJIW",10
"B005K88VXU",10
"B005K9XO9U",10
"B005K9YOU8",10
"B005KAI1Y2",10
"B005KBRJ2Q",10
"B005KQX3NU",10
"B005KX9Z94",10
"B005LFZTZA",10
"B005LHKGHY",10
"B005LUKL6C",10
"B005MDS0UM",10
"B005MV1DLW",10
"B005MZCBPU",10
"B005NGAVB4",10
"B005NJ8MVW",10
"B005NJV91C",10
"B005NW29A4",10
"B005NWU1SG",10
"B005NWU1WW",10
"B005OC0V3U",10
"B005OEFN0Y",10
"B005OKEERG",10
"B005OLXLNS",10
"B005OLYNY4",10
"B005OYNFSG",10
"B005PA8QCE",10
"B005PJRKWC",10
"B005PNOF8K",10
"B005PPR4H2",10
"B005PXHS0C",10
"B005QBDSFM",10
"B005QCTJBS",10
"B005QRO6MU",10
"B005QXBT1A",10
"B005R1I1EO",10
"B005RAMG28",10
"B005RB62WW",10
"B005RD7AYY",10
"B005RKJ0X6",10
"B005SWJCEA",10
"B005T6MO22",10
"B005TICR04",10
"B005UEXMNS",10
"B005UZR23I",10
"B005V69P2M",10
"B005VDU5H4",10
"B005VL1XZO",10
"B005VLG1II",10
"B005VLG1SS",10
"B005VLG4HQ",10
"B005VOXNR2",10
"B005VOXP4I",10
"B005VPRDWC",10
"B005VVE8RE",10
"B005VXZ146",10
"B005WD9FTC",10
"B005WG3SMO",10
"B005WGIJJ6",10
"B005WKG0YI",10
"B005WKG1PQ",10
"B005WMQDKM",10
"B005XHL4P0",10
"B005XHL9G4",10
"B005XOMDHG",10
"B005XRZIRA",10
"B005XUI5Q8",10
"B005XVCPM2",10
"B005XVCR16",10
"B005YCLNCS",10
"B005YPC1US",10
"B005YTG088",10
"B005YXEX3S",10
"B005ZCT5RM",10
"B005ZCUG2A",10
"B005ZEQ04Q",10
"B005ZFINN6",10
"B005ZKNBX8",10
"B0060GX7HQ",10
"B0060K8R90",10
"B0060MKI7C",10
"B0060RZ7SC",10
"B0060RZ88Q",10
"B0060S2ZDQ",10
"B0060S3044",10
"B0060S304O",10
"B0061O799Y",10
"B0061WHTSC",10
"B0062TMZ9C",10
"B006345RGY",10
"B0063TUAWU",10
"B00642O1Y4",10
"B00642QGME",10
"B0064CLELW",10
"B0064FKPXM",10
"B0064VL8FU",10
"B0064XOH3I",10
"B00657Q1KA",10
"B0065MNS5G",10
"B0066XWKBM",10
"B006794HAM",10
"B0067FGD12",10
"B006851JZQ",10
"B0068P1H8K",10
"B00695JBRI",10
"B006A4DJNK",10
"B006A7R5T6",10
"B006AHXJ4Q",10
"B006AVNIJ8",10
"B006AWDVOY",10
"B006BA736M",10
"B006C4WKKG",10
"B006CBK5IS",10
"B006CC0JUG",10
"B006CD0BC6",10
"B006CD0RNE",10
"B006CD0V12",10
"B006CRHJL8",10
"B006CV56DM",10
"B006CYMTPM",10
"B006DIEUUO",10
"B006DR6J54",10
"B006EFRX6Y",10
"B006EPE3W6",10
"B006F9CFZS",10
"B006FQTC1Q",10
"B006GEBZG2",10
"B006GHN12U",10
"B006GOK79S",10
"B006GPIKNM",10
"B006GY0D88",10
"B006GY1U26",10
"B006H3DPRY",10
"B006I4HROE",10
"B006ID0UN0",10
"B006IFXNUK",10
"B006IPPGZ0",10
"B006IPPH3G",10
"B006IPPI3K",10
"B006IPPO16",10
"B006ISXZU0",10
"B006IU6JR4",10
"B006IYGTYI",10
"B006J1P5NG",10
"B006JDBGBE",10
"B006JG2ARA",10
"B006JHA4B8",10
"B006JMZNCS",10
"B006KUJRJ4",10
"B006L3F3MU",10
"B006L9R4Q2",10
"B006LH031C",10
"B006LNV91O",10
"B006LPGHBE",10
"B006LU1T5I",10
"B006M6QY6U",10
"B006MRW5LM",10
"B006O6EI1Q",10
"B006O7XRIA",10
"B006OA8UXE",10
"B006OGAPY0",10
"B006OI6AZ6",10
"B006ONWCXU",10
"B006P4AAJQ",10
"B006QKG5TI",10
"B006RD2I18",10
"B006SFC0U4",10
"B006UPHOCQ",10
"B006UPHV9M",10
"B006UPI57Y",10
"B006V25VNM",10
"B006VKFJZ4",10
"B006VRMBGM",10
"B006VXW1ZM",10
"B006VYKZRW",10
"B006W1C180",10
"B006WBHY0U",10
"B006WDFIYC",10
"B006WQ7GMQ",10
"B006WQRH2K",10
"B006WVDSXC",10
"B006WZLE7A",10
"B006WZM2Q2",10
"B006WZO7HE",10
"B006X0ZD8U",10
"B006X2AAD6",10
"B006X348K6",10
"B006XJQVYG",10
"B006XJUKTS",10
"B006XKOPUM",10
"B006Y4MNCO",10
"B006YTXEMM",10
"B006YV7WVO",10
"B006YW1ZP2",10
"B006ZB61EW",10
"B006ZKQ256",10
"B006ZS4SHC",10
"B006ZWDTXM",10
"B006ZZQ5S0",10
"B0070215WS",10
"B00705JEZU",10
"B00705XQMW",10
"B00705Y1E4",10
"B00705Y2R0",10
"B00705YZ4A",10
"B0071IYOME",10
"B0071QGXES",10
"B0071QGXHU",10
"B0071VLH1W",10
"B00722ZG80",10
"B00724YPQ2",10
"B00725ZJC0",10
"B007260IDE",10
"B00729JMJC",10
"B0072I3GRW",10
"B0072IS13G",10
"B0072IUZUS",10
"B007369J74",10
"B007369JE2",10
"B00739VZAA",10
"B0073QQ3X2",10
"B0073R7HG8",10
"B0073WSED8",10
"B0074314EC",10
"B00745IWYA",10
"B0074H5520",10
"B0074SRJQ4",10
"B0074SVEJM",10
"B00752UCYA",10
"B0075BBXXU",10
"B0075CPPYM",10
"B0075SEDNA",10
"B00768ISCG",10
"B00769PN1O",10
"B0076C6G5S",10
"B0076D0S1A",10
"B0076GDADA",10
"B0076GO46M",10
"B0076MT3CG",10
"B0076NVK6W",10
"B0076PEISW",10
"B0076PEJHC",10
"B00770B4J2",10
"B00770S8VY",10
"B0077AT5QG",10
"B0077GGFD6",10
"B0077MSD30",10
"B0077QMQCA",10
"B0077QSNU4",10
"B0077WHBYM",10
"B0078442MS",10
"B0078FBJBE",10
"B0078OI7A6",10
"B0078SYGPC",10
"B007AK0EOK",10
"B007AMTNBS",10
"B007ANSR96",10
"B007AW2KEA",10
"B007B8K0T0",10
"B007BDDKJ2",10
"B007BDGGF2",10
"B007BF4YJU",10
"B007C5RK1I",10
"B007C9546M",10
"B007CLKI0C",10
"B007CR27PA",10
"B007D6DNOE",10
"B007DE0MD6",10
"B007DFVZ8G",10
"B007DJ91ME",10
"B007DL7ESK",10
"B007EA4OAG",10
"B007EA6RLU",10
"B007EAIFJ2",10
"B007EVNQLS",10
"B007F0DOL0",10
"B007F0VBLU",10
"B007F0YTP0",10
"B007F0YZ3G",10
"B007F1S9MI",10
"B007F7Q2L2",10
"B007F9SPGU",10
"B007FB69EI",10
"B007FHAJEI",10
"B007FIKBFO",10
"B007FIKVEU",10
"B007G3V972",10
"B007GB97SW",10
"B007HLULQI",10
"B007HMMRC8",10
"B007HVHKYY",10
"B007HYP3UE",10
"B007IG0VKI",10
"B007IG0W3Y",10
"B007IGRV6U",10
"B007IOX0CG",10
"B007IQTTI8",10
"B007IV5U4U",10
"B007IWBP98",10
